법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,법령구분명,시행일자,법령상세링크
238655,현행,공직자의 이해충돌 방지법 시행령,이해충돌방지법 시행령,014214,20211231,32308,대통령령,20220519,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238655&type=HTML&mobileYn=&efYd=20220519
242677,현행,공직자의 이해충돌 방지법의 시행에 관한 대법원규칙,,014284,20220525,03052,대법원규칙,20220525,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242677&type=HTML&mobileYn=&efYd=20220525
243467,현행,공직자의 이해충돌 방지법의 시행에 관한 선거관리위원회 규칙,,014303,20220624,00553,선거관리위원회규칙,20220624,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243467&type=HTML&mobileYn=&efYd=20220624
245671,현행,공직자의 이해충돌 방지법의 시행에 관한 헌법재판소규칙,,014355,20221128,00452,헌법재판소규칙,20221128,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245671&type=HTML&mobileYn=&efYd=20221128
251861,현행,공직후보자 등에 관한 정보의 수집 및 관리에 관한 규정,,010039,20230620,33562,대통령령,20230620,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251861&type=HTML&mobileYn=&efYd=20230620
245083,현행,공탁규칙,,005713,20221027,03073,대법원규칙,20221209,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245083&type=HTML&mobileYn=&efYd=20221209
247047,현행,공탁금관리위원회 규칙,,010634,20221229,03082,대법원규칙,20221229,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247047&type=HTML&mobileYn=&efYd=20221229
244753,현행,공탁금의 이자에 관한 규칙,,005711,20220929,03068,대법원규칙,20221001,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244753&type=HTML&mobileYn=&efYd=20221001
223437,현행,공탁법,,001212,20201208,17567,법률,20221209,/DRF/lawService.do?OC=sapphire_5&target=law&MST=223437&type=HTML&mobileYn=&efYd=20221209
232207,현행,공항소음 방지 및 소음대책지역 지원에 관한 법률,공항소음방지법,011171,20210518,18184,법률,20211119,/DRF/lawService.do?OC=sapphire_5&target=law&MST=232207&type=HTML&mobileYn=&efYd=20211119
246893,현행,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,공항소음방지법 시행령,011276,20221227,33135,대통령령,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246893&type=HTML&mobileYn=&efYd=20230101
237255,현행,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행규칙,공항소음방지법 시행규칙,011279,20211129,00917,국토교통부령,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=237255&type=HTML&mobileYn=&efYd=20230101
227239,현행,공항시설관리권등록령,,002385,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227239&type=HTML&mobileYn=&efYd=20210105
137664,현행,공항시설관리권 등록령 시행규칙,,006371,20130323,00001,국토교통부령,20130323,/DRF/lawService.do?OC=sapphire_5&target=law&MST=137664&type=HTML&mobileYn=&efYd=20130323
246663,현행,공항시설법,,012522,20221227,19117,법률,20230628,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246663&type=HTML&mobileYn=&efYd=20230628
247615,현행,공항시설법 시행령,,012844,20230110,33225,대통령령,20230112,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247615&type=HTML&mobileYn=&efYd=20230112
241591,현행,공항시설법 시행규칙,,012850,20220330,01118,국토교통부령,20220330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241591&type=HTML&mobileYn=&efYd=20220330
193067,현행,공항에서의 귀빈 예우에 관한 규칙,,006774,20170330,00414,국토교통부령,20170330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=193067&type=HTML&mobileYn=&efYd=20170330
233829,현행,공휴일에 관한 법률,공휴일법,014112,20210707,18291,법률,20220101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233829&type=HTML&mobileYn=&efYd=20220101
249673,현행,과거사 관련 권고사항 처리 등에 관한 규정,,010630,20230411,33382,대통령령,20230605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249673&type=HTML&mobileYn=&efYd=20230605
224303,현행,과세자료의 제출 및 관리에 관한 법률,과세자료법,001966,20201222,17648,법률,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224303&type=HTML&mobileYn=&efYd=20210101
251367,현행,과세자료의 제출 및 관리에 관한 법률 시행령,과세자료법 시행령,002388,20230607,33517,대통령령,20230611,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251367&type=HTML&mobileYn=&efYd=20230611
249097,현행,과세자료의 제출 및 관리에 관한 법률 시행규칙,과세자료법 시행규칙,006374,20230320,00976,기획재정부령,20230320,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249097&type=HTML&mobileYn=&efYd=20230320
87413,현행,과태료 체납자에 대한 감치의 재판에 관한 규칙,,010764,20080605,02176,대법원규칙,20080622,/DRF/lawService.do?OC=sapphire_5&target=law&MST=87413&type=HTML&mobileYn=&efYd=20080622
205930,현행,과학관의 설립ㆍ운영 및 육성에 관한 법률,과학관법,000767,20181224,16010,법률,20190625,/DRF/lawService.do?OC=sapphire_5&target=law&MST=205930&type=HTML&mobileYn=&efYd=20190625
244181,현행,과학관의 설립ㆍ운영 및 육성에 관한 법률 시행령,과학관법 시행령,002389,20220809,32868,대통령령,20220809,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244181&type=HTML&mobileYn=&efYd=20220809
248337,현행,과학관의 설립ㆍ운영 및 육성에 관한 법률 시행규칙,과학관법 시행규칙,006376,20230224,00107,과학기술정보통신부령,20230224,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248337&type=HTML&mobileYn=&efYd=20230224
242907,현행,과학기술기본법,,009177,20220610,18863,법률,20221211,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242907&type=HTML&mobileYn=&efYd=20221211
245393,현행,과학기술기본법 시행령,,009218,20221115,32990,대통령령,20221211,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245393&type=HTML&mobileYn=&efYd=20221211
196117,현행,과학기술기본법 시행규칙,,009219,20170726,00001,과학기술정보통신부령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=196117&type=HTML&mobileYn=&efYd=20170726
240023,현행,과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률,과기출연기관법,009761,20220203,18796,법률,20220629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240023&type=HTML&mobileYn=&efYd=20220629
240481,현행,과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률 시행령,과기출연기관법 시행령,009810,20220217,32447,대통령령,20220218,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240481&type=HTML&mobileYn=&efYd=20220218
201137,현행,과학기술유공자 예우 및 지원에 관한 법률,과학기술유공자법,012418,20180116,15344,법률,20180417,/DRF/lawService.do?OC=sapphire_5&target=law&MST=201137&type=HTML&mobileYn=&efYd=20180417
246261,현행,과학기술유공자 예우 및 지원에 관한 법률 시행령,과학기술유공자법 시행령,012701,20221220,33112,대통령령,20221220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246261&type=HTML&mobileYn=&efYd=20221220
231651,현행,과학기술인공제회법,,009401,20210420,18070,법률,20210721,/DRF/lawService.do?OC=sapphire_5&target=law&MST=231651&type=HTML&mobileYn=&efYd=20210721
196118,현행,과학기술인공제회 퇴직연금급여사업 등 운영규칙,,010076,20170726,00001,과학기술정보통신부령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=196118&type=HTML&mobileYn=&efYd=20170726
224747,현행,과학기술정보통신부 소관 비상대비자원 관리법 시행규칙,,012263,20201223,00062,과학기술정보통신부령,20201223,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224747&type=HTML&mobileYn=&efYd=20201223
196129,현행,과학기술정보통신부 소관 비영리법인의 설립 및 감독에 관한 규칙,,011847,20170726,00001,과학기술정보통신부령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=196129&type=HTML&mobileYn=&efYd=20170726
254211,현행,과학기술정보통신부와 그 소속기관 직제,,012908,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254211&type=HTML&mobileYn=&efYd=20230830
254549,현행,과학기술정보통신부와 그 소속기관 직제 시행규칙,,012923,20230830,00111,과학기술정보통신부령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254549&type=HTML&mobileYn=&efYd=20230830
198221,현행,과학ㆍ수학ㆍ정보 교육 진흥법,,000867,20171024,14903,법률,20180425,/DRF/lawService.do?OC=sapphire_5&target=law&MST=198221&type=HTML&mobileYn=&efYd=20180425
203249,현행,과학ㆍ수학ㆍ정보 교육 진흥법 시행령,,002391,20180417,28798,대통령령,20180425,/DRF/lawService.do?OC=sapphire_5&target=law&MST=203249&type=HTML&mobileYn=&efYd=20180425
196119,현행,과학영재선발위원회규칙,,006380,20170726,00001,과학기술정보통신부령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=196119&type=HTML&mobileYn=&efYd=20170726
250657,현행,관공서의 공휴일에 관한 규정,관공서공휴일규정,002404,20230504,33448,대통령령,20230504,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250657&type=HTML&mobileYn=&efYd=20230504
224575,현행,관광기본법,,000086,20201222,17703,법률,20210623,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224575&type=HTML&mobileYn=&efYd=20210623
253541,현행,관광진흥개발기금법,관광기금법,000083,20230808,19592,법률,20230808,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253541&type=HTML&mobileYn=&efYd=20230808
230461,현행,관광진흥개발기금법 시행령,,002412,20210323,31543,대통령령,20210924,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230461&type=HTML&mobileYn=&efYd=20210924
107533,현행,관광진흥개발기금법 시행규칙,,006385,20100903,00064,문화체육관광부령,20100903,/DRF/lawService.do?OC=sapphire_5&target=law&MST=107533&type=HTML&mobileYn=&efYd=20100903
253543,현행,관광진흥법,,001744,20230808,19592,법률,20230808,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253543&type=HTML&mobileYn=&efYd=20230808
250551,현행,관광진흥법 시행령,,002413,20230502,33442,대통령령,20230504,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250551&type=HTML&mobileYn=&efYd=20230504
247963,현행,관광진흥법 시행규칙,,006386,20230202,00502,문화체육관광부령,20230803,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247963&type=HTML&mobileYn=&efYd=20230803
245397,현행,관보규정,,002416,20221115,32992,대통령령,20221115,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245397&type=HTML&mobileYn=&efYd=20221115
245459,현행,관보규정 시행규칙,,006387,20221115,00358,행정안전부령,20221115,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245459&type=HTML&mobileYn=&efYd=20221115
214441,현행,관상어산업의 육성 및 지원에 관한 법률,관상어산업법,011903,20200218,17020,법률,20200519,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214441&type=HTML&mobileYn=&efYd=20200519
184002,현행,관상어산업의 육성 및 지원에 관한 법률 시행령,관상어산업법 시행령,012009,20160621,27245,대통령령,20160623,/DRF/lawService.do?OC=sapphire_5&target=law&MST=184002&type=HTML&mobileYn=&efYd=20160623
179304,현행,관상어산업의 육성 및 지원에 관한 법률 시행규칙,관상어산업법 시행규칙,012012,20160106,00180,해양수산부령,20160106,/DRF/lawService.do?OC=sapphire_5&target=law&MST=179304&type=HTML&mobileYn=&efYd=20160106
247427,현행,관세법,,001556,20221231,19186,법률,20230701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247427&type=HTML&mobileYn=&efYd=20230701
248237,현행,관세법 시행령,,002421,20230228,33275,대통령령,20230701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248237&type=HTML&mobileYn=&efYd=20230701
253275,현행,관세법 시행규칙,,006392,20230728,01011,기획재정부령,20230728,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253275&type=HTML&mobileYn=&efYd=20230728
247375,현행,관세법 제68조에 따른 특별긴급관세 부과에 관한 규칙,,006419,20221230,00947,기획재정부령,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247375&type=HTML&mobileYn=&efYd=20230101
252581,현행,관세법 제69조에 따른 조정관세의 적용에 관한 규정,,011762,20230706,33617,대통령령,20230706,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252581&type=HTML&mobileYn=&efYd=20230706
254185,현행,관세법 제71조에 따른 할당관세의 적용에 관한 규정,,011318,20230824,33681,대통령령,20230901,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254185&type=HTML&mobileYn=&efYd=20230901
11024,현행,관세법제7조제3항의규정에의한안료색소의관세율변경에관한규정,,002423,19871231,12347,대통령령,19880101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=11024&type=HTML&mobileYn=&efYd=19880101
239005,현행,관세법 제85조에 따른 품목분류의 적용기준에 관한 규칙,,012326,20211231,00884,기획재정부령,20220101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239005&type=HTML&mobileYn=&efYd=20220101
239241,현행,관세사법,,000591,20220106,18722,법률,20220407,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239241&type=HTML&mobileYn=&efYd=20220407
251999,현행,관세사법 시행령,,002521,20230627,33565,대통령령,20230627,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251999&type=HTML&mobileYn=&efYd=20230627
252291,현행,관세사법 시행규칙,,006489,20230704,01006,기획재정부령,20230704,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252291&type=HTML&mobileYn=&efYd=20230704
254213,현행,관세청과 그 소속기관 직제,,002523,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254213&type=HTML&mobileYn=&efYd=20230830
254527,현행,관세청과 그 소속기관 직제 시행규칙,,006492,20230830,01013,기획재정부령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254527&type=HTML&mobileYn=&efYd=20230830
239983,현행,광산안전법,,001859,20220203,18810,법률,20220203,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239983&type=HTML&mobileYn=&efYd=20220203
234881,현행,광산안전법 시행령,,002531,20210831,31961,대통령령,20210910,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234881&type=HTML&mobileYn=&efYd=20210910
248459,현행,광산안전법 시행규칙,,006506,20230228,00502,산업통상자원부령,20230228,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248459&type=HTML&mobileYn=&efYd=20230228
232935,현행,광산피해의 방지 및 복구에 관한 법률,광산피해방지법,009941,20210615,18270,법률,20220616,/DRF/lawService.do?OC=sapphire_5&target=law&MST=232935&type=HTML&mobileYn=&efYd=20220616
252963,현행,광산피해의 방지 및 복구에 관한 법률 시행령,광산피해방지법 시행령,010195,20230725,33646,대통령령,20230725,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252963&type=HTML&mobileYn=&efYd=20230725
243285,현행,광산피해의 방지 및 복구에 관한 법률 시행규칙,광산피해방지법 시행규칙,010228,20220616,00470,산업통상자원부령,20220616,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243285&type=HTML&mobileYn=&efYd=20220616
170065,현행,광업등록령,,002535,20150407,26188,대통령령,20150407,/DRF/lawService.do?OC=sapphire_5&target=law&MST=170065&type=HTML&mobileYn=&efYd=20150407
184656,현행,광업등록령 시행규칙,,006510,20160707,00196,산업통상자원부령,20160707,/DRF/lawService.do?OC=sapphire_5&target=law&MST=184656&type=HTML&mobileYn=&efYd=20160707
246667,현행,광업법,,001865,20221227,19117,법률,20230628,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246667&type=HTML&mobileYn=&efYd=20230628
194762,현행,광업법 시행령,,002537,20170711,28179,대통령령,20170711,/DRF/lawService.do?OC=sapphire_5&target=law&MST=194762&type=HTML&mobileYn=&efYd=20170711
241655,현행,광업법 시행규칙,,006511,20220330,00454,산업통상자원부령,20220330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241655&type=HTML&mobileYn=&efYd=20220330
236715,현행,광업ㆍ제조업조사 규칙,,010921,20211109,00868,기획재정부령,20211109,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236715&type=HTML&mobileYn=&efYd=20211109
202774,현행,광융합기술 개발 및 기반조성 지원에 관한 법률,광융합기술지원법,013097,20180320,15506,법률,20180921,/DRF/lawService.do?OC=sapphire_5&target=law&MST=202774&type=HTML&mobileYn=&efYd=20180921
234507,현행,광융합기술 개발 및 기반조성 지원에 관한 법률 시행령,광융합기술지원법 시행령,013170,20210806,31931,대통령령,20210809,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234507&type=HTML&mobileYn=&efYd=20210809
239297,현행,광주과학기술원법,,000772,20220111,18728,법률,20220412,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239297&type=HTML&mobileYn=&efYd=20220412
227253,현행,광주과학기술원법 시행령,,002541,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227253&type=HTML&mobileYn=&efYd=20210105
203487,현행,광주광역시 서구와 남구의 관할구역 변경에 관한 규정,,013122,20180508,28868,대통령령,20180608,/DRF/lawService.do?OC=sapphire_5&target=law&MST=203487&type=HTML&mobileYn=&efYd=20180608
250377,현행,광주 군 공항 이전 및 종전부지 개발 등에 관한 특별법,광주군공항이전법,014429,20230425,19397,법률,20230826,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250377&type=HTML&mobileYn=&efYd=20230826
253939,현행,광주 군 공항 이전 및 종전부지 개발 등에 관한 특별법 시행령,광주군공항이전법 시행령,014494,20230816,33667,대통령령,20230826,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253939&type=HTML&mobileYn=&efYd=20230826
241437,현행,교과용도서에 관한 규정,교과용도서규정,002546,20220322,32547,대통령령,20220322,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241437&type=HTML&mobileYn=&efYd=20220322
247779,현행,교도관직무규칙,,006524,20230111,01045,법무부령,20230111,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247779&type=HTML&mobileYn=&efYd=20230111
138747,현행,교도작업의 운영 및 특별회계에 관한 법률,교도작업법,010878,20130405,11727,법률,20130405,/DRF/lawService.do?OC=sapphire_5&target=law&MST=138747&type=HTML&mobileYn=&efYd=20130405
106754,현행,교도작업의 운영 및 특별회계에 관한 법률 시행령,교도작업법 시행령,011092,20100721,22282,대통령령,20101022,/DRF/lawService.do?OC=sapphire_5&target=law&MST=106754&type=HTML&mobileYn=&efYd=20101022
176754,현행,교도작업의 운영 및 특별회계에 관한 법률 시행규칙,교도작업법 시행규칙,011097,20151125,00855,법무부령,20151125,/DRF/lawService.do?OC=sapphire_5&target=law&MST=176754&type=HTML&mobileYn=&efYd=20151125
61460,현행,교사임용후보자명부작성규칙,,006532,20040903,00839,교육인적자원부령,20040903,/DRF/lawService.do?OC=sapphire_5&target=law&MST=61460&type=HTML&mobileYn=&efYd=20040903
218653,현행,교섭단체 정책연구위원 임용 등에 관한 규칙,,006005,20200520,00218,국회규칙,20200520,/DRF/lawService.do?OC=sapphire_5&target=law&MST=218653&type=HTML&mobileYn=&efYd=20200520
227009,현행,교원 등의 연수에 관한 규정,,002565,20210105,31359,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227009&type=HTML&mobileYn=&efYd=20210105
241955,현행,교원 등의 연수에 관한 규정 시행규칙,,006536,20220427,00265,교육부령,20220427,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241955&type=HTML&mobileYn=&efYd=20220427
235639,현행,교원소청에 관한 규정,,002571,20210924,32013,대통령령,20210924,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235639&type=HTML&mobileYn=&efYd=20210924
228169,현행,교원의 노동조합 설립 및 운영 등에 관한 법률,교원노조법,001967,20210105,17861,법률,20210706,/DRF/lawService.do?OC=sapphire_5&target=law&MST=228169&type=HTML&mobileYn=&efYd=20210706
233411,현행,교원의 노동조합 설립 및 운영 등에 관한 법률 시행령,교원노조법 시행령,002567,20210629,31853,대통령령,20210706,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233411&type=HTML&mobileYn=&efYd=20210706
233793,현행,교원의 노동조합 설립 및 운영 등에 관한 법률 시행규칙,교원노조법 시행규칙,006537,20210706,00327,고용노동부령,20210706,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233793&type=HTML&mobileYn=&efYd=20210706
246567,현행,교원의 지위 향상 및 교육활동 보호를 위한 특별법,교원지위법,000886,20221227,19094,법률,20221227,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246567&type=HTML&mobileYn=&efYd=20221227
225613,현행,교원의 지위 향상 및 교육활동 보호를 위한 특별법 시행령,,002566,20201231,31349,대통령령,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=225613&type=HTML&mobileYn=&efYd=20210101
233329,현행,교원자격검정령,,002569,20210623,31825,대통령령,20210623,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233329&type=HTML&mobileYn=&efYd=20210623
246099,현행,교원자격검정령 시행규칙,,006538,20221213,00291,교육부령,20221213,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246099&type=HTML&mobileYn=&efYd=20221213
209624,현행,교원 지위 향상을 위한 교섭ㆍ협의에 관한 규정,,002570,20190702,29950,대통령령,20190702,/DRF/lawService.do?OC=sapphire_5&target=law&MST=209624&type=HTML&mobileYn=&efYd=20190702
248323,현행,교육감선거 관리규칙,,010367,20230224,00573,선거관리위원회규칙,20230224,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248323&type=HTML&mobileYn=&efYd=20230224
137581,현행,교육감 소속 지방공무원 인사교류 규칙,,006560,20130323,00001,교육부령,20130323,/DRF/lawService.do?OC=sapphire_5&target=law&MST=137581&type=HTML&mobileYn=&efYd=20130323
230745,현행,교육감 소속 지방공무원 인사기록ㆍ통계 및 인사사무 처리 규칙,,006561,20210330,00235,교육부령,20210330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230745&type=HTML&mobileYn=&efYd=20210330
244549,현행,교육감 소속 지방공무원 평정규칙,,006562,20220901,00277,교육부령,20220901,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244549&type=HTML&mobileYn=&efYd=20220901
77325,현행,교육감이 고등학교의 입학전형을 실시하는 지역에 관한 규칙,,006540,20070209,00900,교육인적자원부령,20070209,/DRF/lawService.do?OC=sapphire_5&target=law&MST=77325&type=HTML&mobileYn=&efYd=20070209
244961,현행,교육공무원법,,001616,20221018,18990,법률,20230419,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244961&type=HTML&mobileYn=&efYd=20230419
251543,현행,교육공무원 승진규정,,002580,20230613,33528,대통령령,20230613,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251543&type=HTML&mobileYn=&efYd=20230613
245041,현행,교육공무원 인사기록 및 인사사무 처리 규칙,,006542,20221018,00285,교육부령,20230301,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245041&type=HTML&mobileYn=&efYd=20230301
140704,현행,교육공무원 인사위원회 규정,,002582,20130531,24548,대통령령,20130612,/DRF/lawService.do?OC=sapphire_5&target=law&MST=140704&type=HTML&mobileYn=&efYd=20130612
254251,현행,교육공무원임용령,,002583,20230830,33692,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254251&type=HTML&mobileYn=&efYd=20230830
248083,현행,교육공무원 임용후보자 선정경쟁시험규칙,,006544,20230206,00296,교육부령,20230206,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248083&type=HTML&mobileYn=&efYd=20230206
249179,현행,교육공무원 징계령,,002586,20230328,33345,대통령령,20230328,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249179&type=HTML&mobileYn=&efYd=20230328
246097,현행,교육공무원 징계양정 등에 관한 규칙,,006546,20221212,00293,교육부령,20221212,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246097&type=HTML&mobileYn=&efYd=20221212
233995,현행,교육관련기관의 정보공개에 관한 특례법,교육기관정보공개법,010452,20210720,18298,법률,20220721,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233995&type=HTML&mobileYn=&efYd=20220721
242019,현행,교육관련기관의 정보공개에 관한 특례법 시행령,교육기관정보공개법 시행령,010865,20220503,32615,대통령령,20220503,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242019&type=HTML&mobileYn=&efYd=20220503
230359,현행,교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법,교육특구법,011529,20210323,17954,법률,20210323,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230359&type=HTML&mobileYn=&efYd=20210323
235707,현행,교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법 시행령,교육특구법 시행령,011658,20210929,32018,대통령령,20210929,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235707&type=HTML&mobileYn=&efYd=20210929
235535,현행,교육기본법,,000901,20210924,18456,법률,20220325,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235535&type=HTML&mobileYn=&efYd=20220325
155562,현행,교육부 소관 비영리법인의 설립 및 감독에 관한 규칙,,006556,20140610,00035,교육부령,20140610,/DRF/lawService.do?OC=sapphire_5&target=law&MST=155562&type=HTML&mobileYn=&efYd=20140610
254255,현행,교육부와 그 소속기관 직제,,011779,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254255&type=HTML&mobileYn=&efYd=20230830
254515,현행,교육부와 그 소속기관 직제 시행규칙,,011811,20230830,00308,교육부령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254515&type=HTML&mobileYn=&efYd=20230830
248725,현행,교육비특별회계 회계기준에 관한 규칙,,010640,20230303,00299,교육부령,20230303,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248725&type=HTML&mobileYn=&efYd=20230303
252375,현행,교육ㆍ사회 및 문화 관계장관회의 규정,,012254,20230707,33619,대통령령,20230707,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252375&type=HTML&mobileYn=&efYd=20230707
247447,현행,교육세법,,001729,20221231,19201,법률,20230401,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247447&type=HTML&mobileYn=&efYd=20230401
248205,현행,교육세법 시행령,,002599,20230228,33283,대통령령,20230228,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248205&type=HTML&mobileYn=&efYd=20230228
238227,현행,교육시설 등의 안전 및 유지관리 등에 관한 법률,교육시설법,013614,20211228,18635,법률,20220629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238227&type=HTML&mobileYn=&efYd=20220629
246265,현행,교육시설 등의 안전 및 유지관리 등에 관한 법률 시행령,교육시설법 시행령,013901,20221220,33112,대통령령,20221220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246265&type=HTML&mobileYn=&efYd=20221220
243727,현행,교육시설 등의 안전 및 유지관리 등에 관한 법률 시행규칙,교육시설법 시행규칙,013907,20220704,00271,교육부령,20220629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243727&type=HTML&mobileYn=&efYd=20220629
238229,현행,교육환경 보호에 관한 법률,교육환경법,012494,20211228,18636,법률,20220629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238229&type=HTML&mobileYn=&efYd=20220629
245551,현행,교육환경 보호에 관한 법률 시행령,교육환경법 시행령,012799,20221129,33004,대통령령,20221201,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245551&type=HTML&mobileYn=&efYd=20221201
241953,현행,교육환경 보호에 관한 법률 시행규칙,교육환경법 시행규칙,012800,20220427,00265,교육부령,20220427,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241953&type=HTML&mobileYn=&efYd=20220427
